clean_comments,label
justice muneeb saying yes muneeb hours,0
muneeb quite ducky bulling front girls wrong also human needs respect justice muneeb,0
muneeb would jumped runnning car,0
wrong ducky insult brother infront girls patient tell feeling justice muneeb,0
muneeb quite todays vlog feeling bad,0
justice muneeb,0
justice muneeb,0
calling names abusing front girls right justice muneeb bhai,0
muneeb need respect cheeza best bhai muneeb inshallah munneb also big vloger,0
justice muneeb,0
feeling bad muneeb bullying carhe stayed quiet even much,0
akele main mazak theek hai per logon k samne muneeb ko itna zaleel mat kiya karo,0
eid mubarak everyone blessed like muneeb,0
generous ever goes girls like sisterlogy takes family person like wife munneb,0
huge respect,0
dont see muneeb isnt liking justice muneeb,0
really short video loved,0
lets vote saying yes muneeb,0
ducky never disappointed us content,0
whole comment section muneeb power muneeb,0
justice muneeb muneeb masoom,0
ducky always make us laugh,0
justice muneeb,0
vote muneeb bhai hours challenge,0
one entertain us better ducky bhai,0
muneeb looking upset cause ducky making fun,0
ducky bhai din hogai vlog nahi aya,0
muneeb gentle man,0
justice muneeb,0
salute muneeb patience,0
justice muneeb yaar feel larkiyon ky samne,0
wrong humiliate younger brother front peoplemuneeb bachara also patience,0
justice muneeb,0
justice muneeb bhai,0
saying yes muneeb please bechare muneeb ki larkiyon ke samne ho gai,0
namaz permanent solution every problem agree,1
feeling sad muneeb k others,0
larkiyo ke samne apne muneeb ko zalil kia hai jahil inasan wo b feeling rakhta hai,0
bechara muneeb justice muneeb,0
justice muneeb,0
muneeb sigma,0
yr muneeb ki kisi ke samne asay basti na kia karo,0
feeling sad muneeb,0
justice muneeb,0
justice muneeb,0
muneeb nice person,0
serious note dont bully brother front others especially front girls,0
muneeb bhai great justice muneeb never insult infront others,0
justice muneeb,0
epic,0
come saad bullying yout brother infront girls worst thing man,0
old memes used ducky bhais vlog still waiting new vlog power ducky bhai,0
muneeb dont wan na insulated front girls,0
saying yes muneeb,0
feeling sad muneeb ducky bhai ko aisa nahin karna chahie tha koi self respect hoti hai insan ki justic money,1
bichara muneeb saari ladikiyoo kee samne,0
muneeb like gazab bezati hai,0
justice muneeb,0
yaar saad bhai din hogye waiting vlog,0
justice muneeb,0
justice muneed bullying impress girls right,0
justice muneeb,0
favorite part every day time get spend love ducky bahi,0
justice muneeb,0
muneeb hum apky sath hai,0
feeling sad muneeb,0
justice munneb,0
lets vote minutes vlog,0
justice muneeb,0
mashaallah public enjoy wives lagy raho dikhaty raho apni ladies ko mazyyyyyyyyyy,0
bullying brother front shokhi girls good,0
justice muneeb ducky bhai dil tot diya,0
good see pakistani culture much similarities india pakistan media opposite,0
justic muneeb,0
please stop insulting muneeb,0
ducky bhai feeling muneeb said miss,0
eid mubarak everyone may allah bless everyone,0
ducky bhai im big fan way bully muneeb time really fair quiet shouldnt muneeb especially front friends public unfair behavior entertain,0
salute muneeb agr ducky ka mere jesa koi chota bhai hota nahi toh isne larkiyon ke samne ek alfaz nahi bolna tha,0
abah yaar justice muneeb chup karo yaar vlog fun,0
eid mubarak muslim may allah bless everyone,0
jab ducky muneeb ki bezati kare le mujeeb mai koi mandir ka ghanta ho koi bhi akai baja jata hai justice muneeb,0
saying yes aroob hours please,0
justice muneeb,0
justice muneeb bhai,0
allah pak ap ko syhat dy nice vlog,0
justice muneeb,0
muneeb quiet girls appreciated,0
mama ko bhi utni hi eidi di hai jitni aroob ko di hai bhai fazool lari jaa rahe comments,0
eid mubarak family muslim bros,0
ducky great son brother husbandlove way respects mom mom genuineshe comes across great person,0
hindu eid mubarak muslim brother sister,0
old eid days best,0
eid mubarakhope everyone fabulous eid,0
eid mubarak may blessings allah showers peace prosperity saad bhai also family,0
eid mubarak grt u mamamuneeb aroob sister eidi giving part best may allah bless u ducky u spend whole heartly family,0
im wating since country finally duckys pakistans vlogz back,0
everything temporary rupees permanent ducky bhai pocket,0
eid mubarak muslim brother sister,0
happy belated eid mubarak everyone,0
eid mubarak plzz guys show respect money dont twist like paper throw floor give proper respectful way,1
eid mubarak muslim brother sisters,0
eid mubarak family,0
iam hindu eid mubarak muslim brothers sisters,0
miss home town vlogs finally back,0
eid mubaraak end part maze ka tha awesome vlog,0
eid mubarak family may stay blessed always ameen,0
eid mubarak muslim,0
eid mubarak ducky bhai family allah always keep happy healthy,0
finally pakistan vlogs starts eid mubarak,0
eid mubarak muslim brother sister,0
everyone found channel randomly started watching regularly ducky bhai,0
eid mubarak muslims,1
eid mubarik brother sister,0
caring person good son brother husband,0
khair mubarak eid mubarak family may allah bless happiness joy peace success unity family ameen,0
eid mubarak muslims,1
eid mubrak ducky bhai every muslim,0
khair mubarak eid mubarak muslims brother,1
eid mubrak muslim,0
smiled literally every sec,0
good see pakistani culture much similarities india pakistan media opposite,0
azaan kis kis ko sunna pasand hai sunkar dil ko sukoon milta hai,1
eid mubarak everyone,0
masha allah mamma cute allah pak lambi umar de,0
eid mobarak muslims,1
mother sweet brother,0
one beat level vlog,0
wardas cuteness stole show please bring vlogs,0
eid mubarak muslim brothers sisters,0
one thing say ur mother sweetest human creature world talks lovely soothing,0
love mothers reaction,0
muslim eid mubarak muslim friend,0
lucky shah allah,0
eid mubarak,0
eid mubarak every muslims,1
ducky bhai looking hulk day day,0
eid mubrak,0
min mood goes sky fresh,0
apki mama decent lady hain mashaallah,0
eid mubarak friends brothers sisters,0
vote saying yes aroob mum hours,0
mashaallah jo insaan apny maa baap ko khush kr dy ussy behtar chez kiya ho skti hy saad looking nice gave money mother nd happy well aroob,1
saad bhai best husband world mashallah,0
jo youtube eidi deti hai wo kam hai kia joke aside love,0
eid mubarak brothersmay allah bless,0
man heart gold,0
beautiful vlog,0
khair mubarak sahad bhai ap ko ap ka sub family ko eid mubarak,0
aroob savage alaways,0
khair mubarak malaysia,0
eid mubarak muslims,1
eid mubarak muslims,1
aroob laugh hilarious,0
bhai aapko aapke poore family ko dil se eid mubarak ho,0
eid mubarak,0
eid mubarak saad aroob stay bless,0
vote saying yes challenge ducky aroob,0
beautiful vlogs,0
eidmubarak family,0
funiest vlog back months,0
mashallah nice family,0
le watching video eid,0
eid mubarak friends,0
wahh maza agaya vlog dekh kar aroob dressing best scene,0
love ducky bhai india biggest fan,0
ducky bhi eid mubarik,0
mummy simple decent,0
like ur mom much simple n sweet,0
eid day mubarak muslim everyone,0
namaz permanent solution every problem agree,1
eid mubarak ducky bhai,0
daily watch vlog channel mother,0
mashaallah eid mubarak,0
eid mubarak everyone duckybhai,0
aik ducky bhai eidi dene wala person family bhi deserve karti hun,0
love u ducky bhai lahore shad bagh inshallah ek din ap se milna zaroor h love u eid mubarak u ur family,0
mahnoors daughter pretty mashallah,0
yar cant control laughing,0
eid mubarak,0
funny,0
best vlog,0
nan,0
funny,0
ducky aroob best,0
eid mubarak,0
eid mubarak,0
best vlog ever,0
httpsbitlyducky promocode ducky,0
love fam cute love mom shes sweet humble eid mubarak everyone,0
purely videos tell humble kind lovely person saad deserves best may allah grant eternal happiness success,0
one place better parents,0
eid mubarak muslims around world,1
eid ul fitr mubarak muslim community,0
relate feeling year went pakistan years emotion like cant even explain feeling leaving felt like thing token away feeling pakistan stay telling lot freedom way much fun things see internet people good cars suff money sped time,1
place like home,0
occassion eid may allah open doors happiness prosperity eid mubarak family enjoy blessed time eid eid mubarak,0
really vlog emotional everyone love hyderabad sindh,0
beautiful moments emotional krdiyooo happy eid mubarak everyone,0
good see came back surprised family,0
mom moments killing heart,0
traveled countries vlog shows world going fast easy person one corner world corner hours amazing,0
eid mubarak muslim brotherz around world,0
change love youve changed good dont know huge impact giving followers,0
eid mubarak muslim brothers,0
eid mubarak love india,0
eid mubarak muslim,0
welcome back guys love vlogs,0
pakistan pakistan difficult put words expression mothers face sees son long time apart,0
eid mubarak muslim brothers sisters,0
eid mubarak muslim brothers,0
eid mubarak everyone love denmark,0
thank much love respect guys,0
moment ducky bhai hugs mothermashallah,0
eid mubarak ducky bhai whole family,0
eid mubarak muslims,1
eid mubarak may blessings allah showers peace prosperity family,0
reaction priceless,0
eid mubarak muslims,1
eid mubarak everyone,0
literally feel emotions landing pakistan,0
wishing loved ones joyous blessed eid filled happiness peace prosperity may allahs blessings always,0
eid mubark muslims,1
eid mubarak ducky bhai may god bless,1
eid mubarak everyone safe healthy keep ur prayers,0
eid mubarak muslims,1
eid mubarak muslims,1
eid mubarak muslims,1
eid mubarak muslims,1
moment met mother,0
eid mubarak muslims,1
moment mom,0
eid mubarak muslim,0
enjoyed month ramadan ducky vlogs,0
finally another trip story finished enjoyed exams ramadan thanks series nice,0
emotional vlog ever seened moms love never ending,0
eid mubarak muslim brothers,0
hard live far fam years inshaallah soon love u ducky bahi,0
blessed eidulfitr muslim ummah may allah fill everyones lives happiness ameen,1
eid mubarak family,0
emotionalhappy eidiii,0
eid mubarak muslim non muslim people,0
really emotional moment saad bhai meet family,0
eid mubarak muslim fellows,0
amazing vlog welcome back pakistan,0
fun fact never miss single video ducky,0
duckys moms reaction price less,0
really love mother humble lady masha allah always bee happy,0
proud muslim,1
wishing happy eid please renovate anna abba room also lots blessings love family,0
last scene u meet ur mom emotional,0
mashaallah eid mubarak,0
good see pakistani culture much similarities india pakistan media opposite,0
thats surprice scene emotional sweet,0
eid mubarak muslim,0
mashaallah ducky youre lucky aroob genuine personality may allah bless,0
eid mubarak brothers sisters,0
eid mubarak acha kiya pakistan wapas agae,0
reaction ami,0
assalam alaikum wishing family happy eid ul fitr may allah almighty accept ramzan prayers fasts shower countless blessing upon us eid mubarik,1
beautiful moment world,0
eid mubarak may allah accept prayrs,0
lots luv india ducky nd aroob u guys amazing,0
eid mubarak may allahs blessings today tomorrow always may eid bring joy peace prosperity may allah grant wishes fulfill dreams auspicious occasion eidulfitr,0
tears eyes mom see saad,0
eid mubarak muslim,0
mama sooooo sweet n innocent,0
good amazing emotional surprise eid mubarak,0
kis kis ko quran pasand hai,1
love vlogs personality may allah bless everything,0
ducky never fails us,0
eid mubarak muslims,1
namaz permanent solution every problem agree,1
thanks showing us amazing place really enjoy beautiful places like thanks ducky bhai one day ill come lahore meet,0
agar insaan ka bnaya hua aik garden itna khobsoorat ha socho k hmary allah ki bnai hui jannat kesi ho gi subhanallah,0
cute special keep enjoying eid mubarak advance,0
piyari jagah hai mashaallah,0
lets vote smoking prank wife,0
awesome videoducky u always bring delighted videos,0
mere taraf ap sab ko eid mubarak,0
lets vote smoking prank aroob,0
missing pakistan vlogs,0
ducky bhai always laughing us,0
advance eid mubarak,0
may allah give,0
love ramadan,0
advance eid mubarak saad aroob everyone,0
reason countries developed,0
nan,0
beautiful place mashaallah,0
eid mubarak bhai jan bhabhi,0
allah ka lakh lakh shokar hai ki humi muslim banayawho agree,0
ducky bhai one favorite videos yet,0
advance eid mubarrak muslims,1
ducky forget roasting forget rost ali hadrabadi,0
wonderful place,0
watching eid,0
allah ka shukr ha ky ham muslim han agree,0
imagine ducky bhai become father,0
beautiful garden vlogs,0
saad bhai aroob bhabi ko meri taraf se eid mubaraj,0
beautiful place masallah,0
click funwwwpornhubcom,1
never explore foreign countries dont worry apna time ayega,0
legends,0
ducky bhai rocked ali hyderabadi shocked,0
lets vote second marriage prank aroob,0
love rawalpindi,0
well developed country,0
brother love vlogs seriously bs aik cheez kehna chahta hon k pakistani logon ki negative side na dikhaya karo videos main k cheezen chori ya ghaib karte etc q k ap ko world wide dekhte hain log hamare pakistan ka positive face jana chaiye hope get,0
sab ko mari taraf se eid mubarak allah ap sab ki eid achi guzara,0
vote saying yes wife hours,0
beautiful vlogs,0
allah bhai tujhe khush rakhe sahi allah tujhe tarkki de love bye,0
love ducky bhai india biggest fan,0
wowo beutful place ya allah ki qudrat ha,0
ap sab ko meri taraf se advance eid mubarak,0
vote saying yes wife hours,0
good see pakistani culture much similarities india pakistan media opposite,0
vlog incompelete without halooo g,0
wish im going,0
eid mubarak,0
hope enjoying journy allah apka safar asaaan ur khosiyu bara kare ameen sum ameen,0
beautiful place beautiful wife qismat ducky ki hai,0
best ducky bha top youtuber soon love little ahmad,0
want go,0
fun fact never miss single video ducky bhai,0
love aroob,0
outstanding view maza gaya aj kay vlog main ducky bhai,0
mashaallah bhut piyari jagah hai awesome vlog,0
advance eid mubarak muslims,1
east west quran best,1
amazing plants amazing view,0
ducky bahi aaj singapore mai eid hai hai aap dono ko meri taraf say eid mubarak,0
love allah,0
wow beautiful place like way ducky said abhi dekhata ho ka view,0
think video came dream even ducky bhai uploaded dragon scene came dream,0
girl said sorry cute right,0
eid mubarak,0
miss muneeeb much kindly talk muneeb want see naughty smile,0
ducky bhai plz daily vlog upload kren bht wait hota hai im really enjoying vlogs,0
nemaz permanent solution problems agrees,0
happy couple,0
extremely beautiful place,0
legends,0
ducky bhai allah pak apko hamesha khush rakhe ameen,0
extremely beautiful place,0
love much shazada veer love jhelum punjab,0
need mart pakistan,0
paisa phenk tamasha dekh face,0
advance eid mobarak,0
waterfall new us seen natural waterfalls balochistan,0
think yh place pr wo animals avatar movie sy inspired ho k bnai gai h becuz aisy visuals usi movie main dikhay gay hain pehli dfa,0
amazing,0
favorite country japan,0
advance eid mubarak bhai,0
awesome,0
ducky bhai love bangladesh,0
wha duckey bhai aap ki wife ki life achi ban gayi,0
advance eid mubarak,0
advance eid mubarak,0
lets vote min vlogs daily,0
beautiful,0
real ducky bhai still alive side,0
may allah forgive sins ameen,0
eid mubarak ducky bhai live pakistan,0
advance eid mubarak,0
beautiful,0
amazing vlog,0
lets vote smoking prank aroob,0
r spreading positive vibes making us happy putting much efforts favourite videos absolutely love,0
guy never fails make us laugh,0
advance eid mubarak muslim,0
hats n every one comes within seconds see vlog soon posts,0
kis kis ko quran pasand ha,1
love quran,1
day incomplete without vlog matter duration vlog end really fast addictive,0
perfect,0
advance eid mubarak muslims,1
day incomplete without ducky bhai vlog love vlog,0
scene sitting girl duck fun,0
respect everyone involved seriously best piece ever seen youtube hate well love videos,0
try also visit marina bay sands singapore,0
sehri mubarak muslims,1
lets vote min vlogs daily,0
ducky bhai never ever fails entertain us,0
fun fact everyone found channel randomly started watching regularly,0
big love respect peshawar enjoying daily vloging saad bhai,0
makes ramdan easy,0
good see pakistani culture much similarities india pakistan media opposite,0
lets vote second marriage prank aroob,0
ramdan mubarak,0
aroob looking beautiful mashallhaallah app dono ko slamat rakha,0
mashallahth sehri mubarak muslimsalhumdulillah,1
spent whole month ramadan travel hope youre spending time wisely well,0
namaz permanent solution every problem,1
funny moments,0
funny twade kaar,0
nice vlog sha allah,0
waaah favourite place really wish could go,0
love ducky bhai india biggest fan,0
loving ducky bhai vlogs,0
ramzan mubarak muslim,1
ducky strategist,0
jab pasiye hatam hojay tu phir welcome new vlog,0
lets vote saying yes aroob singapore hours,0
desperately waiting,0
duckys flex,0
waiting surprise give aroob returns pakistan,0
lets vote ducky go disney land make vlog us,0
kon kon ramazan ko miss kry gah,0
keep entertainment us like love saad bhai,0
aroob looks cute,0
meri taraf se tamam alislam ko advanced eid mubarak allah pak ap ko khush rakhe,0
day incomplete without prayers,0
starting miss pakistan kinda want honey moon end,0
ramzan mubarak muslims,1
vote saying yes aroob hours edited ducky like ye comment aroob na prle khi warna hum lut jaye ge,0
aroob looking absolutely ravishing outfit,0
lets vote smoking prank aroob,0
love c vlogs,0
love jammu kashmir,0
thanku ducky bhai aroob singapore ghoom liya apke saath vlogs always makes laugh allah aap dono ko khush rakhe please try post everyday may everyone happy healthy,0
imagine ducky making family vlogs,0
vote smoking prank aroob,0
ducku bhau never make fans laugh,0
happy million subscribers youtube,0
vote smoking prank aroob,0
everything changed ducky request us pressing subscribe button press bell icon funny way never changed,0
ducky always top,0
advance eid mubarek muslime,0
nmaz permanent solution problems whos agree,0
aroob nice girl wo saad bhai ko tang b nhi karati k shopping karni ha,0
lets vote smoke pranks aroob madam,0
sehri mubarak muslims,1
ride amazing,0
thank much putting much effort videos us keep,0
enjoy ducky bhi,0
happy anniversary,0
eid mubarak sb muslim bhai sis ko,0
finally wait,0
advance eid mubarak muslims,1
still wait another velog love lhr,0
best view,0
big respect,0
lolllll honeymoon trip trying jhuly everywhere,0
safe travels,0
hatts dedication towards job love gaming channel wish channel progress wish mention channel vlog,0
muneeb b like gazab bezti,0
confused nikkah happened th april rukhsati happened th january nikkah anniversary,0
isnt single moment doesnt try make us laugh reason love,0
wish happiness joy world continue journey together may love grow stronger passing day may bond never falter happy anniversary saad aroob heres many years love laughter together,0
im hindu seriously never see religion better islam allah hu akbar,0
happy nikha anniversary aroob saad,0
alhamdulillah ramadan life,0
nikkah anniversary mubarak ho aroob ducky,0
happy anniversary wife,0
may allah always keep u happy bless happy nikkah anniversary u,0
day incomplete without vlog matter duration vlog end really fast addictive,0
vote smoking prank aroob,0
guy never fails entertain us,0
r spreading positive vibes making us happy putting much efforts favourite videos absolutely love,0
anniversary fantastic vlog,0
may allah bless forever lots love india,0
happy anniversery,0
day incomplete without ducky bhai vlog,0
respect everyone involved seriously best piece ever seen youtube hate well love videos,0
happy anniversarystay happy blessed together,0
happy nikha anniversary,0
aroob roast ducky bhai,0
saad aroob wishing two happy anniversary,0
missing days comments vlog,0
never disappoint us,0
happy anniversary mine favourite couple allah bless,0
vote saying yes aroob hours,0
nikkah anniversary mubarak ho aroob ducky,0
ramazan ke sehri mubarak,0
namaz key success,1
happy anniversary allah ap dono ko asay khush rahka,0
happy anniversary love lhr,0
aroob never fails roast ducky bhai,0
humari nikah ki anniversary hum celebrate nahi kar paye robot humari iftari le kar aaya,0
assalamwalekum happy anniversary saad bhai aur aroob didi congratulations,0
aroob cute mashallah,0
happy anniversary ducky bhai aroob may allah bless ameen sum ameen,0
congratulations allah bless u guys ameen sum ameen,0
aroob roast ducky always fun,0
happy anniversary vote min vlog,0
happy anniversary,0
vlogging difficult rides hats ducky bhai,0
hard vlog dangerous ride still manages perfect,0
im hindu seriously never see religion better islam allah hu akbar,0
vote saying yes hour aroob,0
sehri watching video feels soo good,0
aroob reaction,0
really enjoying vlogs may allah pak bless keep enjoying,0
everything temporary ducky screaming best,0
face ducky,0
ducky bhais reaction roller coaster,0
part cute,0
min ka vlog yawrr thankew ducky bhai appreciate ducky bhai handled camera well rollercoaster,0
allah hum sb ko bhi tofeeq de aise khushiyan manane ki ameen happy u ducky tiny subscriber,0
vote saying yes wife hours,0
happy couple keep enjoying growing life successful people jealous dogs ducky bhai mature intelligent person break matrix success,0
vote making prank nd wife video,0
fun fact doesnt say yes wife hrs already,0
proud muslim,1
thank much love respect guys,0
maturity u realise money actually buy happiness,1
good see places countries pakistani boy saad places damn good would love visit places well future inshallah,0
aroob like main kesy rokwaadoon,0
vlogs getting fantastic day day,0
funny scene,0
bhai saab wala scene much fun,0
vote ducky saying yes aroob hours,0
sehri watching video feel good,0
vote min vlogs,0
enjoyed genting sky world much guys really full life,0
hilarious,0
loves visit kaaba holy moth ramadan,0
say yes aroob hours,0
vote saying yes wife hours,0
face ducky,0
day incomplete without watching vlog,0
stay blessed safe,0
muslim alhumdullillah ramadan mubarak muslims lahore,1
aroob looking pretty vlog,0
need length vedio daily,0
ducky bhai look mein mashaallah bohat achay lagtey ho,0
funniest vlogger ever,0
enjoy trip,0
allah ramzan ka mahina sab ki parshaniya taleefa door karey ameen,1
love ducky bhai india biggest fan,0
may allah bless couple always ameen,0
brave,0
way said tumhey mere se hosla nae mil ra cute sweet,0
happy anniversary saad bhai aroob api,0
waiting every sehri ducky bhai vlog,0
always love see ur vlogsu r best ducky bhai n aroob bhabi u r soooo lucky,0
saying cable car whole vlog soooo cute enjoy mastian,0
ducky bhai vlog gang juwain alhamdulillah,0
ducky bhai eid ka vlog mazadar hona chahiya,0
love way says mall shaal building shilding khana shanaa edited hoye hoye hoye hoye hoyeee,0
hindu love islam ramzan mubarak muslim brothers,1
day incomplete ducky legand vlog,0
vote saying yes wife hours,0
beautiful ducky awesome funniest guy love india,0
awesome ducky saidbhaisab bhaisab,0
mashaallah duck bhai allah apko humsa khsuh rakhe bht bht mubarak hoo shadi apko ur big fan,0
first time weve watched ducky bhais minutes duration vlog,0
good see pakistani culture much similarities india pakistan media opposite,0
ducky ye teez nahi chalay ga roller coaster ruk btata mein tere ko,0
finally exams khatam aaj sukoon se dekhunga vlog,0
assalamualaikum pyariy bhai pyari sister mashallha bohot pyari juri ha ap dono ki allah hamesha salamat rakhy ameen super video banai super bother,0
amazing vlog till,0
minutes make sleep peaceful,0
saying yes wife hours challenge please,0
vote saying yes yes wife hours,0
favourite vlog ever,0
malaysia beautiful,0
aroob looking beautiful today,0
mashaallah stay happy,0
vote die prank aroob,0
daki bhai grat masha allah,0
saad cute said tw tmhy mery se hosla nh milrha,0
day day level higher really enjoyed ur vlogs,0
saying yes aroob hours,0
ary iss ny peshab kar diya mere munh par yar love ho ducky bhaiap great ho yar apki video dekh kar dil khush ho jata hai,0
btw ducky used say aroob shy introvert look,0
cute,0
miss old ducky bhai iconic glasses,0
watching ducky bhai scream never gets old,0
mashallah allah hmesha khush rkhy dono ko,0
make roller coaster series bec loved reaction lol,0
miss place hell much last trip malaysia,0
sir ducky bhai ur big fan alllah aisse hi kamyab kare apki family ko khush rakhe humsa,0
moment,0
oh god maza gaya ic vlog ka lovely couple masha allah,1
love ducky bhai great vlogs,0
good place,0
mashallah beautiful couple allah talah ap dono ko hamesha khush rakhain ameen beautiful seen,0
cute saad,0
today exams still watching ducky bhai vlog power ducky bhai vlog gang,0
classic vlogfull maza agya awesome vlog,0
everything one side ducky says oo bhai shabbbbb,0
funny vlog,0
yes makes minutes,0
love ducky bhai,0
hahahah ducky bhai ka reaction ride,0
httpsxluckycomducky click funwwwpornhubcom promo code ducky,1
guy never fails entertain us,0
noone roast except aroob,0
happy see enjoying,0
click funwwwpornhubcom,1
loves visit kaaba holy month ramzan,1
loves visit kaaba holy month ramzan,1
hindu ramzan mubarak muslim brother sister,1
lets vote saying yes aroob muneeb hours,0
wow way enjoy ramzan,1
best part vlog,0
part funny,0
day uncompleted without ducky bhai vlogs,0
lot love muslim world ramzan mubarak,1
extreme rides waiting aroob saying yes ducky bhai hours lets see many dares aroob complete want see reaction last,0
hindu religion best good respect,0
aroob roaster video,0
part hilarious,0
mashallahth sehri mubarak muslimsalhumdulillah,1
loved ducky bahi said one ride aroob looked back said aroob rocked ducky bahi amazingly well vlogs made us laugh thnx,0
mashallah love see enjoying,0
thanks ducky bhai entertain us,0
part best legends understand,0
mashallah sehri mubarak muslims,1
proude muslim,1
ducky bhai vloger entertain people voice,0
literally brother saad bestest funny vlog ever seen masha allah keep going allah bless love ur videos love india,0
funniest vlog ur tour,0
fun fact everyone found channel randomly watching vlogs regurly,0
aroob power roast ducky bhai,0
proude muslim,1
im hindu seriously never see religion better islam allah hu akbar,0
aroobs expression,0
come pakistan planning shift abroad since mostly youtubers know mean,0
funny part,0
hemloo gee back another vlog,0
fun fact everyone found channel randomly started watching regularly,0
vote saying yes wife hours,0
lets vote minutes vlog daily upload,0
vlog really enjoyed laughing watching,0
ducky water slide suddenly became fm radio,0
ramadan mubarak ducky bhai may allah bless,0
good see pakistani culture much similarities india pakistan media opposite,0
vote saying yes aroob hours,0
didnt expect love much shazada veer love jhelum punjab,0
alhumduliiah muslim,0
ramzan ki sehri mubarak ho sab ko,1
best part video indeed azaan voice,1
stay happy guys,0
cant believe affordable product stealclick link avail offerhttpsyourgiftcommobilesinfinixinfinixzerog,1
cant believe affordable product stealclick link avail offerhttpsyourgiftcommobilesinfinixinfinixzerog,1
hindu ramzan mubrakto muslimborther sister,1
lets vote saying yes aroob h,0
love editing video ducky bhai especially mr bean dumb ways dieee,0
missing vlog,0
went waterpark malaysiathose beat days life,0
yrrr ur vlogs antidepressants really maza agya jese khud ye sb ghoom ri hn,0
kameena word ducky like resident evil bohat bada kameena tha bhai,0
namaz permanent solution problem,1
ducky bhai international vlogs minutes keh honay chayein make possible,0
need chota ducky bhai u come pakistan,0
love ducky bhai india biggest fan,0
aroobs reaction dubara len,0
love sheikhupurapakistan,0
loves visit kaaba holy month ramadan,0
aroob reaction,0
allah hame ramadan apne ghar bolne ke tufiq de ameen,0
nothing better islam,0
video forced hit like button great level entertainment,0
lets vote saying yes aroob hours,0
aroob rocked ducky shocked,0
masha allah ducky wife badi khubsurt apsy bhi ziada bachey bhabhi pr jain tau,0
alhamdulillah muslims,1
may god bless,1
nicee full enjoy love india,0
lets vote aroob saying yes ducky bhai hours,0
aroob giving bombastic side eye,0
omg aroob cutie mashallah,0
aroob yaar roza bohat laag raha ha ducky jaa waterpark challain xd samaj rahay hoo samaj rahay ho,0
frv part,0
todays vlog best,0
good day ducky bhai aroob,0
beautiful couple keep enjoying,0
ramzan respect,1
information girgit chamelion thing changes color first lizard video blue tongued skink kind lizard big dark blue tongue,0
todays vlogg soooo masttttttt,0
ramadan mubarak everyone,0
beautiful vlogs,0
beautiful mosque mashallah,0
aroob cute mashallah,0
mashaallah,0
allah ramzan ka mahina sab ki parshaniyaa door kary ameen,1
sab sa funny aur entertainment vlog,0
boht acha vlog hai maza aya vlog dekh kr youre enjoying self much god bless bhai,1
cute couple allah pak hamesha salamt rakhe,0
best vlog,0
bombastic side eye,0
ramadan mubarak everyone,0
stay renaissance hotel one best hotel malaysia,0
one best fvrt vlog surely download,0
lets vote ducky bhai saying assalam alaikum instead hemlo g,0
switzerland beautiful country,0
vote ducky bhai say yes aroob bhabhi hours,0
hindu ramzan mubarak muslim brother sister,1
hindu ramadan mubarak muslim sisters brothers,0
beautiful recitation quran e majeed made day,1
hindu respect muslim ramadan mubarak,0
muslim ramzan mubarak muslim brothers sisters,1
muslim ramadan mubarak muslim sisters brothers,0
day incomplete without ur vlogs guys u ar spending good vibe ur vlogs,0
im amazed much us dont keep day even wants enjoy vlogs us show much loves subscribers respect work,0
ramadan best time make break habit,0
r spreading positive vibes making us happy putting much efforts favourite videos absolutely love,0
agreed namaz key succeed,1
traveling really suits saad aroob guys friendly afraid try new things think could adjust country,0
lets vote aroob saying yes ducky bhai hours,0
aroob picking saads way talking super cute fine brother,0
love brother matter religion ramazan everyone,0
loved way aroob adjusted saad every situation mashaallah bht achi bivi mili bhai ko,0
vlog really fun watchcant imagine stop vloglove bangladesh,0
day incomplete without ducky bhai vlogs,0
day incomplete without ducky vlogs,0
way drive scooty thats hilarious,0
love ducky bhai ramadan mubarak,0
good part vlog subhanallah mashaallah,0
damn cute see aroob speaking accent duckys,0
malaysia beautiful country husband work malaysia also visited kualua lumpur last yeari remembering days watching,0
spreading positive vibes making us happy putting much effort,0
quran react amazing,1
enjoy life fullestso beautiful placeamazing view,0
simple insan hai yeh koi gharoor nhi koi badmaashi nhi koi jhut nhi kamal personality,0
beautiful recitation surah yaseen,0
kis kis ko nabi ka ummatii hony par fahar ha,1
studying boards boi exploring malaysia also enjoying honeymoon wife yaar never felt much single life,0
aww sweet,0
mashaallah subhanallah quran recitation beautiful,1
billions books best one quran,1
use vote saying yes aroob h button,0
pov fasting watching ducky eating enjoying food,0
enjoy life fullest,0
beautiful place amazing view delicious food waiting next vlog,0
randomly found channel brotherfew days backand fond vlogs subscribed channel n aroobs bundles prayers yoy stay blessed,0
moment,0
beautiful weather beautiful couple actually cute couple mashaallah,0
vlogs fun relaxing thank much,0
mashallah beautiful vlog brother stay blessed love riyadh,0
bhai careful malaysia malaysian mixed like malay indian etc mostly understand urdu,0
want vlog never ends enjoying,0
ducky gave money girl im really happy smile face,1
sehri mubarak muslim,0
mashallah favourite couple allah bless,0
earth mashahallah,0
happy birthday maureen bahi dil sa love mubeen bhai,0
good see pakistani culture much similarities india pakistan media opposite,0
malaysia love,0
mashaallah love quran,1
cant believe affordable product stealclick link avail offerhttpsyourgiftcommobilesinfinixinfinixzerog,1
cant believe affordable product stealclick link avail offerhttpsyourgiftcommobilesinfinixinfinixzerog,1
